,number,日付,ユーザー名,コメント
212,22-2,2時間前,alc*****,"未確認なら未確認のうちに外国人の入国を厳しく制限しろよ。
先月は50000人以上の訪日外国人がいたそうじゃないか。
このままガバガバ入国させていたら変異種が広まるのも時間の問題。
政府は国民を根絶やしにしようとしてるのか？"
213,22-3,2時間前,koe*****,こいつの言うことは信じられない
214,22-4,2時間前,min,"「国立感染症研究所は変異ウィルスの調査を皆目していない、

当然、想定外の対策も全く頭にない」が正解では～～"
215,22-5,2時間前,smo*****,加藤の人柄も顔も大嫌い︎
216,22-6,2時間前,えのき天,ニュース記事の本文開く前にこの方のドアップ画面になるのやめてほしい。いつもびっくりする。
217,22-7,2時間前,ftn*****,入国緩々の日本に入ってくるのも時間の問題だな。
218,22-8,2時間前,ila*****,お前ら自民党がある意味変だからな！！
219,22-9,2時間前,vzh*****,早く外国からの入国を制限しないとまた大変なことになるぞ！日本政府またモジモジして対応遅らせるなよ！
220,22-10,2時間前,aiq*****,冷静に。ウイルスは変異するものなんです。コロナに特化する必要はない。
221,23-1,2時間前,sks*****,"お前らの何もしない対応はWHOの奴らとなんら変わらないと思うがね！
口だけ対応はもううんざりです。"
222,23-2,2時間前,Kareherniiia,せっかく海で守られてる我が国だ！オリンピックなんてわざわざ開催して、変異種を国内に呼び込むこともないだろう！
223,23-3,2時間前,nor*****,この官房長官の答弁の仕方、言葉の選び方、表情はどうも気になる。
224,23-4,2時間前,ele*****,あなたが変異種では？
225,23-5,2時間前,jtm*****,"探してないから
見つかってない感じですかね"
226,23-6,2時間前,hay*****,絶対、水際で防げ。
227,23-7,2時間前,そーらそらそら,次は変異種の定義がないって言いそう
228,23-8,2時間前,boo*****,無駄口言うな、早く日本人以外の入国を止めろ！！
229,23-9,2時間前,pho*****,この政権の言う話なんて信用出来ませんな。
230,23-10,2時間前,spe*****,"入国制限はよかけてよー。
前も日本はグダグダ遅いからダメだったし。とにかく遅いんだよ。"
231,24-1,2時間前,y_m*****,"貴方、大丈夫？
外国人受け入れバンバンしている現在、いつ入って来てもオカシクない！
入って来てからでは遅い！
良く考えろ！"
232,24-2,2時間前,vvw*****,確認されていないって「エビデンスはない」と同じ回避法だな。そもそも変異種に関する感染症的知見がまだ乏しいのだから「確認されようもない」。確認されていないから出入国停止は検討中って言いたいんだろうけど「知見がないので出入国を今すぐ止める」が正しい方法でしょ。言ってもムダだけどね。
233,24-3,2時間前,sho*****,だから何？バカか？入ってこないとは限らないだろ？羽田から毎日ロンドン飛ばして何百人も入国させてんだから。
234,24-4,2時間前,hir*****,愛知県西尾市の市議会議員は自民党の変異種か？
235,24-5,2時間前,booAs**********,変異種が出た以上、今までみたいにたらたらしてたらまた被害者が増えるぞ。インフルエンザの時期にもなってきたわけだし。
236,24-6,2時間前,dfacrrwea＊＊＊＊＊,"変異種は確認できませんでした⇒だから入国制限はしません。

そういうことか？
あまりに粗漏＆杜撰で話にもならん。"
237,24-7,2時間前,Neko,信用出来ません
238,24-8,2時間前,csk*****,"本当かよ
どこまで確認したんだ？"
239,24-9,2時間前,nor*****,"変異種が出ることなんてわかりきっている事。既存のワクチンが効くか効かないかの情報で
株価ドンと動きそうだな。東京でオリンピック開催したら世界中のコロナが集まってくるな。"
240,24-10,2時間前,愛国国士,国内で確認されてからでは遅い
241,25-1,2時間前,whn*****,"入国規制をしなければ、いずれ入ります。
いつまで後手後手で対応を続けるのですか？
政府の役割をもっと真摯に考えて！！！
ここ3年、お友達をかばってばかり！！
上司だろうが、社長だろうが間違っていたら違うというのが、当たり前です。サラリーマンは、会社・社長から対価をもらっていますが、貴方方の対価の出どころ。。。分かってますか？？"
242,25-2,2時間前,w07*****,今は確認されていなくても、今後変異種が出てくることを前提に対策をお願いいたします。
243,25-3,2時間前,ggk*****,"なら一層、いったん欧州との往来を止めれば、
国内流入までの時間を稼げるじゃないか。"
244,25-4,2時間前,konnitihadoumodesu,"異変は何度か起きてるのでは？
海外で確認されて様な異変なら分かるけど
それも最後のあがきで感染力が強まってるのかもしれませんね"
245,25-5,2時間前,jac*****,調べてないから、そりゃそぉ言うしかないよな
246,25-6,2時間前,imo*****,冗談は顔だけにして真面目に仕事しろ！
247,25-7,2時間前,匿名希望,"また水際対策を何もせずですか。
政府は学習能力が全く無いです。"
248,25-8,2時間前,sei*****,信用ならん
249,25-9,2時間前,tak*****,今まで散々、無い無い言ってたのが実はありましたって後から言う人達の話を誰が信じるんですかねぇ。
250,25-10,2時間前,ken*****,早く入国制限しないといけなくない？
251,26-1,2時間前,xwu*****,"自業自得、海外から入国緩和するから仕方ない！
馬鹿な日本政府、、"
252,26-2,2時間前,t08*****,みなさん、政府の言うことを真に受けてはダメです
253,26-3,2時間前,uwd*****,"海外からの渡航者を止めたくなくての発言ですね。
どこまでも白々しい言い訳と先延ばし体制は変わらない。
もう、この政権には何の信頼も希望もない。
菅政権は、とっとと退くべきです。
私利私欲に塗れ経済ばかりを優先し、国民の努力を水の泡にしました。
国民の力で支持率を10%代まで下げましょう！"
254,26-4,2時間前,niteflyte,加藤じゃ役立たずだよ。人選ミス。
255,26-5,2時間前,svr*****,"へー、こいつはまたこんな感じなんだ。

変異種が国内で確認されるのは時間の問題でしょう。"
256,26-6,2時間前,cav*****,確認作業はしてるんか?
257,26-7,2時間前,k*******,「確認されていません。」ではないでしょうに。この変異種は感染力が強く拡大スピードが非常に早いため英国をはじめ欧州は警戒を高めている。この警報を受けているなら、日本に上陸した時の対策を今から講じるべきでしょ。忘年会ができなくて、いじけてる場合じゃないだろうに、
258,26-8,2時間前,anon***,"また「今は大丈夫」だからと変な感覚論で何もしない気か?リスク予測等当たり前の仕事して先手で策を打とうという思考はないんでしょうかね?
まぁ結果でなくても給与貰えるからいかに楽するかしか頭にないのかな?"
259,26-9,2時間前,cgc*****,ヒアリよりも小さいコロナを確認なんて、できるんですか？
260,26-10,2時間前,よっち,"確認されてから対応では遅いんだよ。
無能な政治家。"
