,number,ユーザー名,コメント
149,15-9,usi*****,"複雑なルールにするのではなく、誰がどう判断しても同じ解釈ができる簡単なものでお願いします。
緊急事態宣言ですよ。
一律どのような店舗も20時までとかであればわかりやすいです。映画、劇場は含まれない等にするのでわかりにくいです。コロナの感染力は強いです。映画、劇場もさけた方がよいでしょう。"
150,15-10,snb*****,"コロナで見えたもの


人間の愚かさ"
151,16-1,dar*****,"緊急事態解除のための最低限の条件は明確に決めて提示しておく必要があると思う。もちろんグレーな部分は残るでしょう。例えば、閾値を下回っていれば、上昇傾向に転じていても解除するのが適切かというとそうではないだろう。「最低限の条件」 + 「専門家会議」での結論を合わせて決定するということでもいいのではないかと思う。
大事なのはその最終決定で変なしがらみのある議員や権力者への忖度がされてはいけないということ。誠実に公正にでなければならない。"
152,16-2,gla*****,20時以降外出自粛してくれとお願いしといて感染リスクは高くない空調があるパチンコやゲームセンターの遊技場が営業してるのはちょっと違うもんな、、、
153,16-3,ero*****,県外への移動は？
154,16-4,mm0*****,駄目だなぁ～しか言いようがない
155,16-5,aoi*****,"運動施設は、時短要請じゃなくて休業要請にしてほしいな。

時短でも会費は発生するから、利用者はさほど減らないのに、時間が短くなる分、密になる。
休業なら会費は調整が入るけど、今からじゃ休会手続きしても2月以降しか適応されないし、会費は満額払って利用自粛は懐に痛手。"
156,16-6,ftf*****,"特措法も改正して行くそうだが
自分が発熱起こしてから検査判定受けられるまで、その待ち時間にどれだけ自分がウイルスばら撒くか分かったもんじゃない。
国会議員の羽田さんが亡くなって思ったが、発症してからPCR検査までの
待ち時間が長すぎる、濃厚接触者を追っかけていて、保健所手が回らないのも原因、医師の判断で即座に受けられる様体制を再構築してもらいたい。"
157,16-7,gvz*****,自民党は何にも学習してないねぇ。1年前と違うのは、効果があるかも判らない万人に効くかも判らないワクチンが準備されてるのと、医療崩壊目前ってことくらい。さてはて、この1ヶ月でどれだけの労働者が職を失い、経済死するか。ま、自民党は責任を負う気はないのだろうが、今こそ自民党閣僚と菅と安倍をA級戦犯と同等に裁くべき。
158,16-8,mog*****,しれっと『自転車通勤』が推進されているようですが、やはり、電車通勤はリスクがあるということでしょうか？
159,16-9,芝犬の後頭部,24時間営業をしているフィットネスクラブは、どこも前々から感染対策は確りしている。しかし、こうなると時短に従わざるをえないのかな。。
160,16-10,wil*****,ドイツのかって無い規模の支援は、暫く国債すら、発行して無いのに、発行して、お店維持に必要な、9割保証。従業員の、給料忘れたが、何割か保証。日本って？？
161,17-1,ycc*****,コロナは夜行性なの？（笑）
162,17-2,twh*****,"もう何しても批判されますね笑
命を守ろうとしたら経済が…
経済を守ろうとしたら命が…
だったら気にせず、
自分が信じたことをやろうって
私なら開き直ってしまうな笑
すでに政府も開き直ってるんだろうけど。"
163,17-3,huq*****,"パチンコ屋と学校は休業と休校にすべきだ。
クラスターになりやすい環境だ。"
164,17-4,yut*****,"発令の基準がなければ、解除の基準もない。
何故1ヶ月間なのか？
全てが後手後手で、説明不足の政策に振り回されるのは疲れた。"
165,17-5,grv*****,"百貨店なんかそもそも8時で閉めるのがほとんどだから、時短の意味ないよね
ショッピングモールもせいぜい9時だし
緊急事態宣言の意味なしていないよね
この程度で出させるなら、4都県の連名による時短要請でよかったよね"
166,17-6,abq*****,前回の時は地元の公園で無意味に駐車場閉鎖してて路上駐車が増えてドン引きしたけど運動OKなら閉鎖しないでくださいね？
167,17-7,smec*****,コロナ病床数の倍増などをなぜ要請しないのかな？飲食店に営業抑制を要請するなら、赤字になるのでコロナ対応に汗をかかない病院も名前を公表すべきでは。
168,17-8,yvk*****,"とりあえず1ヶ月様子見て、状況に合わせて延長なり考えてるんじゃないのかな。コロナが永遠に0になるとは思えないし、そりゃ菅首相が非難する気持ちもわかるけど、一斉にあれだこれだ出来るわけじゃないし、まず飲食店含め時短からやっていこうということだろうから。

それよりも一都三県の人達が感染予防を普段から怠った結果が感染爆発の要因に繋がっているのをわかってない人が多すぎる。マスクする、手を洗う、うがいする、蜜を避ける、用事以外は外出しない。これを守るだけでも十分予防につながるのに。勿論政府や都知事含め一都三県の首長の政策が後手だったのは確かだが、個々が感染予防をやっていればここ迄の感染爆発は無かったのでは。政府だけに責任転嫁せず我々も反省すべきでは。"
169,17-9,bng*****,"そんなに政府の思う通り行く訳がない。

ひょっとこ爺さんの顔色を窺っての

「とりあえず　出しました」感のハンパない代物。

終わりの始まりだ。

だめだこりゃ(ToT)"
170,17-10,f65*****,えぇ！？　まだ首都圏だけでやるとか言っちゃってんの？　せめて大阪　名古屋　札幌とか都市部全域にしてくれよ！　頼むから！
