,number,日付,ユーザー名,コメント
134,14-4,1時間前,ももちゃん,"外国人は自腹で治療にして下さい。
日本の大切な税金で治療しないで下さい。"
135,14-5,1時間前,うえぽん,この人数を見ても「ちょっとマシになったな」なんて思ってしまうのが怖い
136,14-6,1時間前,mak*****,特に対策もする気はないんだろうし、もう普通の風邪ですって言ってしまえばいいんじゃない。どうせ手遅れなんだから。
137,14-7,1時間前,***,"今年の2月頃は、「コロナ陽性率が高いので危険！ PCR検査数が少ないのはけしからん」
検査数が増えてきた近頃は、「陽性者数が多いので危険！ 陽性率はゴニョゴニョ‥」

現状、コロナ検査陽性率は微増に留まっており（冬ですから）、爆発的な増大はない。
すなわち、コロナは既に市中に蔓延しており、常に人口の一定の割合がコロナ感染状態を維持する平衡状態とみられる。
よって、いい加減「新型コロナ」ではなく「季節性コロナ」とでも呼ぶべき段階になっています。
いつまで感染症指定を続けるのかな。"
138,14-8,1時間前,giz*****,検査数5900件程度。相変わらず検査数は安定しませんね。
139,14-9,1時間前,fai*****,"抗原陽性者の生活歴聞けば、かなり活発で、
例え軽症でもスーパースプレッダーだとしたら、
感染拡大の原因になっており、
軽症ケースも増えてしまった現在の感染状況は
制御不能なのかもしれない。"
140,14-10,1時間前,s・c3・97to,イギリス発着便を撃墜せよ
141,15-1,1時間前,,"変異種が蔓延してるから感染者増えてるだけじゃない？

外国からとか関係なく、日々ウイルスは変化してるわけで"
142,15-2,1時間前,lau*****,"経済を優先して、あとは何かあってから考える。
その結果が今です。
今後の政府の対策にも全く期待が持てません。
マスク、手洗い、うがい、密な会食は控える、
自分の身と生活は自分で守るしかないですね。"
143,15-3,1時間前,nak*****,人口1人あたりの病床数世界一を誇る日本の医療が欧米の数十分の一の感染者で逼迫?　ベッド数も十分足りているし医師も看護師も人数的には足りています。ハード面&ソフト面問題なし。しかし医療崩壊寸前。これ以上は大人の事情です。マスコミも本当の理由は言いません。各自ご察し下さい。
144,15-4,1時間前,spe*****,"月曜日では最多。
何としても最多を使いたいマスゴミ。"
145,15-5,1時間前,tac*****,"重症者が減っているのは、死亡者が増えているからではないでしょうか？
死亡したら重症者ではないですから。"
146,15-6,1時間前,djp*****,"外国人の入国禁止、日本人は不要不急の外出禁止にしないと、また新な感染が広がる。
町で若者にインタビューするのはやめて！言い訳と、自分だけは大丈夫みたいな、チャラさは日本人の危機感無さをアピールするだけ。"
147,15-7,1時間前,hpr*****,今後を思えば医者や看護師はAI化する方向で考えたほうがいいでしょう。
148,15-8,1時間前,hir*****,クリスマスに正月、変異種、良い要素はないな、突貫工事で作ったワクチンなんか怖くて
149,15-9,1時間前,bwk*****,400人切るのは月曜日は毎週少ないっていう恒例の出来事だと思う
150,15-10,1時間前,kei*****,"今、何故、仕事や日用品の買物等以外で外出をするのでしょう。
コロナで苦しんでいる人や亡くなられた方のことをなんとも思っていないのでしょうね。"
151,16-1,1時間前,phj*****,初詣を全てリモート詣でに切り替えるべきだ。
152,16-2,1時間前,yuk*****,これだけ情報も出回っているわけなので、政府だけを批判するだけではなく、自分の立場、置かれている状況、健康状況等を考えて、最善の行動する、そして少し自立したほうがいいような気がします。想像力をもって行動することが大事ですよね。
153,16-3,1時間前,nor*****,今週はまだGOTO停止しますの警告の効果は出ないよ。もめてた感の一番ダメな時の答えあわせなので今週が最悪でしょう，それでも日1000行かないかな？それならこれって９月ごろの準備不足ってことでしょう，専門家たち何してたかね。専門家委員会ー分科会は内輪揉めと官邸との主導権争い，マスゴミはGOTOトラベル大宣伝やってたよ。
154,16-4,1時間前,mil*****,今更だけど曜日依存性がすごいね
155,16-5,1時間前,mmk*****,"インタビュー受けていた
若い女性が
コロナはガン無視で
って言いながら遊んでいた
ならば感染拡大は当然の結果
地方はガン無視出来ない状況です
是非都内から出て来ないでほしい"
156,16-6,1時間前,kaz*****,"感染すればわかるよ、
インフルの10倍はキツイ。
熱がいつまでも下がらない。下がってはまた上がる。
寒気が延々と続き、咳が止まらない。薬もない。
ただただひたすらに自己免疫に頼るしかない。
年寄だったら、肺炎になったり、気持ちが持たない。

みんな感染すればわかる。"
157,16-7,1時間前,mas*****,こんな数字は東京都と保健所が人数調整してるだけ。小池の目だぬきは自分が女性初の総理になる事しか考えてない！菅総理と同じように病院がどう言う状況か見てみろ！
158,16-8,1時間前,nan*****,"渋谷凄かったぜ。
普段よりいるんちゃうん？
ってな感じ。
若者は罹っても大丈夫って認識が広まっているんだろうな。
そーゆー問題やないんじゃが。"
159,16-9,1時間前,chx*****,重症者は横ばいだから、実際はまだ医療ひっ迫してないよな。みんなその辺はわかってるからテレビやヤフコメでいくら医療崩壊を騒ごうが人出は減らないし時短要請無視する店も多い。すっかり狼少年モードだね！本当に狼が来て困るのは基礎疾患持ち高齢者だから、その人達だけ警戒していればいいだけの話。
160,16-10,1時間前,zqo*****,"都内のコロナみてる病院は全病院のうちたった1%あるかないか。
それで何とかなるわけねー笑
日本の医療業界がおかしい事には、もうみんな気づいている。
そのせいで経済のほうがよっぽど瀕死の重症負わされてる。
緊急事態宣言なんて間違ってもするな！
もう誰も従わない。"
