,number,ユーザー名,コメント
205,21-5,tqj*****,"（文頭）把握してる数だけは減少した
ってことで

郵送や自宅で結果がわかる検査キットの
陽性者数までは把握してないでしょ？（文末）"
206,21-6,ich*****,（文頭）検査数も感染者数も発表する側のさじ加減。何かの目標とするものに対して調整された数字としか思えない。（文末）
207,21-7,nqv*****,（文頭）解除したら、また増えます。（文末）
208,21-8,mar,（文頭）これだけ減るとやっぱり飲食店の影響が大きいんだなと思わされますね（文末）
209,21-9,ken*****,（文頭）収束したな！！実に平和だ（文末）
210,21-10,cxs*****,"（文頭）濃厚接触者の定義は
検査の数が少なくなったから
まだまだ隠れ陽性者はいますよ
オリンピックの為の数字誤魔化しです
検査数を増やすべきです（文末）"
211,22-1,non*****,（文頭）減ってる！嬉しい！嬉しいなー！！！（文末）
212,22-2,yuh*****,（文頭）感染者数と言っても感染が判明した数なだけで、本当の所はどうなんでしょうか。濃厚接触者なども追いきれていないだろうし。（文末）
213,22-3,aao*****,"（文頭）ちゃんと検査してるのか
一時1000人前後からそんな減少するわけないだろう。（文末）"
214,22-4,kod*****,（文頭）少ないから良かった。にはならないよね。（文末）
215,22-5,lnq*****,"（文頭）安心できる数字では決してない。
普通に普通の人が病院を利用できるようになるまでは全く安心できない。（文末）"
216,22-6,iot*****,（文頭）何かもう３００人台とか言われてもビックリしなくなった。またか、ふーんって感じ。これが人の馴れと言うものですね。コロナより人がなれるほうがこわいような気がする。（文末）
217,22-7,kip*****,"（文頭）これだけ数字が抑えられて来るということは、やはりGotoや会食等が感染拡大の要因だったことを示しているのがわかるのではないかと。
そうなると無理やりにでもGotoを推し進めた二階は感染を抑える為には害悪でしかないということもハッキリしたということで、そろそろ政治の世界から引退していただかないと日本が駄目になるでしょうね。（文末）"
218,22-8,スーパーストロング波平,（文頭）でも緊急事態宣言が功を奏したのか､一時期｢一日で千人超え｣から比べれば減ってきて､効果出てんじゃないの？（文末）
219,22-9,sak*****,"（文頭）数値の改竄はお手のものの政権だから、まあ、信用できません。
その気持ち、一般国民の多くがもっているのでは？

一ヶ月で絶対減少させるといったから、数値を少なく見せている。それが結論かな。（文末）"
220,22-10,nab*****,"（文頭）いっきに減りすぎ
これ信じる人いるんだろうか。
これで緊急事態宣言解除したりましてやオリンピック開催したら…分かるよね？？？？（文末）"
221,23-1,luc*****,（文頭）検査数も書いてくれないか？比率も大事だよ。オリンピックやりたいがために見せ掛けの数字にしていないことを祈る。（文末）
222,23-2,野々村,"（文頭）何かさ、アッサリ500人切ったけど。
あまりにも上手く行き過ぎてないか？
通勤客だって、そんなに減ってないし。
スーパーは相変わらず混んでる。

そんなに緊急事態宣言前と変わった事は無いのにおかしい。
無症状者はカウントしてないか、検査数抑えすぎでは？（文末）"
223,23-3,tos*****,（文頭）この393人という数字の信憑性を何故TV各局は追及しないのですか？だって、もともと検査数が少ないのではないですか？そして、何故減ったのかその原因を追求しないのか？（文末）
224,23-4,shi*****,"（文頭）緊急事態宣言で一定の効果はあったんだと思うし、大多数の人が自粛をしてる効果だと思う。
ただし、テレビを見てると繁華街では未だに人も多いし、飲食店も満席。
そして路上インタビューで答えてる人も、中には大丈夫か？って人も多数。
おそらく解除されたらまた元の数値になってしまいそう。（文末）"
225,23-5,gbu*****,（文頭）ほんとにぃ！？（文末）
226,23-6,fhv*****,"（文頭）実際の数値は893～1393人だろうね。

1000人台だと考えるとまだ気は抜けない。

緊急事態宣言も延長が決定した今、「不要不急の外出や会食」は絶対にしてはいけない。（文末）"
227,23-7,cle*****,（文頭）この数字は、オリンピックのため？（文末）
228,23-8,spl*****,（文頭）政府の陰謀だ！（文末）
229,23-9,oka*****,"（文頭）PCR検査と入院が満足にできないのに
誰が信じるんだ？
このまま五輪解禁、入札緩和、春節ウエルカムしたら日本は変異株で終わるぞ（文末）"
230,23-10,red*****,（文頭）1月最終週のアタマでピークアウトしてるのはデータとして挙がっているので、この数字でもおかしくはない。マスコミが邪魔をしなければこのまま極小値まで落ちると思われます。（文末）
231,24-1,acy*****,（文頭）ここまで減ったなら濃厚接触者の追跡再開しましょう（文末）
232,24-2,iwa*****,（文頭）完全に情報操作としか思えませんね。多分明日は600人前後にして金曜日頃200～300にして発表するな。（文末）
233,24-3,あ,"（文頭）テレビを見てると、結構な人出だけど、、
本当にこの数かなと思ってしまう。（文末）"
234,24-4,tau*****,"（文頭）え！？
すげぇじゃん。
もう宣言解除しても大丈夫じゃない？
なんやかんやで減ってるね
日本政府も捨てたもんじゃないかも…（文末）"
235,24-5,aaf*****,（文頭）月曜日とはいえ、やっとの事でこの程度の数値に下がってきた。コロナ対策に入ってから1年。そろそろ目処を決めてスッキリして普通の生活に戻りたいものです（文末）
236,24-6,MOMI@59,（文頭）別に東京の数値が下がってきても喜べる材料にはならん。全国でこの数値なら落ち着いてきたと感じられるけど。（文末）
237,24-7,ten*****,"（文頭）一週間前の土日は雪降っていたからね
外出も減り、湿気があったから感染減ったんだろうね

やっぱりこれから温かくなり湿気が上がってくれば自然に減っていくだろう（文末）"
238,24-8,qrm*****,（文頭）これ？マジの数字？（文末）
239,24-9,afv*****,（文頭）おや？５００人を下回ったので、予定通り、緊急事態宣言解除ですかね？西村さん（文末）
240,24-10,kaz*****,"（文頭）なんか濃厚接触者を追うのやめたんでしょ？
検査数も減ってるようだし…
なんか裏で働いてるんじゃないんですか？
ニュースなどで人出は減らずむしろ増えている時もあるなんてのも見ました。流石にここまで急な減少傾向は疑ってしまいます。（文末）"
241,25-1,raj*****,"（文頭）検査数が6000ちょっと
明らかに調整してますよね（文末）"
242,25-2,tp'jw,"（文頭）結局出歩かなければ減るのは当たり前だけど、じゃあ、それいつまでやるのと。
その前に立ち直れない人達が出る。
宣言解除の目安は、500人以下って言ってたけど、どうするのかな。（文末）"
243,25-3,quy*****,"（文頭）減ってますねぇ…。要因はなんなんでしょう。

ま、マスクに手洗いなどの対策はまだまだ継続しますが、減ること自体は良いことだと思います。ただ、みなさん油断のないように…。（文末）"
