,number,ユーザー名,コメント
248,25-8,abi*****,まずは海外からの飛行機を一斉に止めて、一人当たり５０万給付。
249,25-9,tak*****,"麻生太郎さんに、ご機嫌ばかり
お取りの、ご事情わかりますが
何故総理になられたのか？
風見鶏と言われた、中●根さん
より、風見鶏じゃ無いですか、、"
250,25-10,dosukoidoukoukai,"菅の代わりに誰かやって。
二階の顔色伺って、小出しにして時間稼いでばかりだから。"
251,26-1,son*****,"表明しても正式決定するまで何日もかかるのは如何なものか。
政府はどこまで腰が重たいのだろうか。
あまりにも後手後手。"
252,26-2,mbu*****,関西の3府県はコロナを受け入れる医療のキャパが小さいので関東よりも少ない患者数で医療崩壊の危機に陥ります(大阪の場合は全体のベッド数の1％)。医療崩壊を防ぐために飲食店に時短を要請しているけど、このベット数の割合を2％にするだけで医療崩壊は防げます。医療への補助や特定医療行為に限定した看護師の養成など、医療のキャパを増やす政策をしてほしい。
253,26-3,wre*****,"やっぱり、全国一律で宣言を出した方がいいのでは？
小出しにやっては、時間がかかり、経済的な打撃も大きくなります。
半端なに追加じゃなく、一律宣言で、徐々に解除して下さい。"
254,26-4,（´-`）,"補償内容は・・・？
資金が無いと言うならば
・国会議員の給料半分
・歳費や月100万のお小遣いの減額または停止
・議員年金再開の撤廃
でそれなりに資金が産まれると思っているのだが。。。"
255,26-5,min*****,遅いねん。
256,26-6,dgb*****,８割位の人は、状況を見て常識的な活動、自制をしている。問題は、2割の人や、煽る人をどうするか？
257,26-7,ray*****,何をたらたらやってんだか
258,26-8,lzj*****,"もちろん大阪、兵庫、京都、各県民一人ひとりに補償出してくれるんですよね？
まさか限られた飲食だけの補償じゃないですよね？
そこで働いてるパートさん達はどうするの？
雇用助成金とか当てはまらないですよね？

みんな困るんですよ。
なぜ要請した各知事あなた達は生活守られてるんですか？
出したならあなた達も税金からの給料半分以上減らしてくださいよ。
要請したり、出したりする側はいつも安全地帯にいるじゃないですか？
苦しむのは一般国民だけですか？
単なる東京が出したから出遅れたら国民に後手後手と的にされるから叩かれる前に自分達の立場を守っただけでしょ。
この要請で感染してもないどれだけの人が首をくくること考えるかわかってますか？"
259,26-9,海軍左派,"先手　王手！
後手　詰まりました、負け！"
260,26-10,fus*****,"ガースーがやった決断で、おっ！さすがだ！って決断が一つもないな。
すべて知事から言われ渋々やってる感じ。
辞めたらいいのにね。楽にられルのに。
首相って仕事なめてるよ。"
261,27-1,yom*****,追加されるのは分かりますが、他にも緊急事態宣言を追加して欲しいところの知事もいるのにやっぱり3府県だけなんやね。
262,27-2,eve*****,"東京とか見ていると、あまり効果がない気がする。
手洗い、マスク、ソーシャルディスタンスを徹底するしかないと思う。
感染して困るのは自分、自分の周りの人間。
特効薬もないし、感染してからでは遅いし、治療も出来ないから最悪。
個人的には早くワクチンが欲しい。"
263,27-3,www*****,"この宣言にどれくらいの意味や効力があるのか不明。。。

具体的なものがないと、宣言自体が薄れるというか、ただ緊急ですって言っただけになる・・・。"
264,27-4,nic*****,先生方は………だったようです!自分は総理大臣としてどう考えどう判断したの……それを国民は見てます!
265,27-5,cro*****,ノロノロ運転。
266,27-6,w07*****,"経済とのバランスを取る難しい舵取りだとは思いますが、後手の対応で右往左往しているような印象を受けます。
菅首相は、リーダーとしては相応しくなかったのかもしれないですね。安部の小賢しい参謀程度が良かったです。"
267,27-7,hii*****,"安倍さんもそうだったけど、週明けに方針が突然変わって急に動き出すんだよな。
日本会議？"
268,27-8,m11*****,名古屋飛ばしやめて
269,27-9,mint*****,"対象地域だけど
宣言が出ても特に生活変わらないなあ"
270,27-10,pop****,"なんか今の首相は周りの言われるがままな感じがする
答弁でも国語の授業みたいに
した向いて読んでるだけだし"
271,28-1,pop****,"なんか今の首相は周りの言われるがままな感じがする
答弁でも国語の授業みたいに
した向いて読んでるだけだし"
272,28-2,fac*****,"戦術的に小出しは愚策。
やるなら一気にやらないと。"
273,28-3,yoi*****,"そして愛知・岐阜・宮崎・沖縄と気が付けば全国へ。

先手先手と言いながら、手遅れ後手内閣と言われるのですね。"
274,28-4,sum*****,"札幌はどうするのですか？
全国緊急事態宣言とし
2回目特別定額給付金1人一律20万でロックダウンしましょう。
飲食店の時短は効果は見込めない。"
275,28-5,opt*****,"表明は分かりましたけど、いつ発令するのか？
また、専門家の諮問委員会、衆参の議員運営委員会による国会報告などの工程を自分の言葉で、分かりやすく国民に説明してください。

愛知県など中部地区も同じです。

少しでも小出しにして、時間稼ぎでもしてるのかと、既に国民に勘繰られてることくらい自覚してるんでしょうに。

どの時点で解除するかもはっきりしない宣言ですが、特措法を始めとした法改正の国会審議を今すぐにでも、国会開いて実施してください。

18日の開会まで待つ思考方法が理解不能です。怠慢ですよ。国民を愚弄しないで頂きたい。"
276,28-6,n*******,"ちまちましないで、全国に出し他方がよろしいのでは？
海外からの入国はお止めにならないのでしょうか？"
277,28-7,njc*****,ノー天気のバカ政府はやる事が遅いんだよ!!緊急宣言は地方からの要請より先に政府がこういった状況だから緊急宣言したいと思うと投げかけるべきだろ、情けないバカ政府だよ
278,28-8,bka*****,緊急なのに危機感に欠けた手順と時間。医療従事者もイライラが募るし、助かる命も危うくなりそう。
279,28-9,ryo*****,"少し前は精査してで、やる時は明日から。
総選挙せずに総理ってやはり駄目。
振り回される身になってほしい。
国民は内閣のおもちゃじゃない！"
280,28-10,xbw*****,言われてやるのが下の下。
281,29-1,JAN,本当に姑息な政権だ！
282,29-2,vit*****,小出し感満載やね。二階のあやつり人形やから自分の考えが全く無いというか出せない。そのあと中京圏や中国、九州地方と小出しに拡大させるのか?それで来月には解除してḠo-Toを再開とかアホちゃうか。
283,29-3,ponta,"またどうせ全国に出すはめになって後手後手と言われるのだからここで全国一斉にだして先手先手とした方がいいんじゃないか？
減ってきたとこは解除していけばいいだけの話で簡単な事でしょ。なぜ毎回ズレた発想なのかほんとわからん。そもそもが学校も百貨店も飲食店もディズニーランドにイベント全て営業していて果たして本当にそれ緊急事態なのか？"
284,29-4,tai*****,出す必要なし
285,29-5,lar*****,"全国一律で発令がいいと思う。
次は九州あたりが追加になりそうだから。"
